"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF","Cleanthony Early",3000,"Min@NY 07:30PM ET",2.214,"NY"
"PF","Jarell Martin",3000,"Mem@Chi 08:00PM ET",0,"Mem"
"PF","Jordan Mickey",3000,"Bos@Det 07:30PM ET",6.125,"Bos"
"PF","Bobby Portis",3000,"Mem@Chi 08:00PM ET",7.625,"Chi"
"PF","Christian Wood",3000,"Phi@Atl 08:00PM ET",8.865,"Phi"
"PG","Terry Rozier",3000,"Bos@Det 07:30PM ET",3.911,"Bos"
"PG","Tyler Ennis",3000,"Mil@LAC 10:30PM ET",7.972,"Mil"
"SG","James Young",3000,"Bos@Det 07:30PM ET",5.000,"Bos"
"PG","Aaron Harrison",3000,"Cha@Orl 07:00PM ET",2.800,"Cha"
"PG","Cameron Payne",3000,"Por@OKC 08:00PM ET",3.750,"OKC"
"C","Joel Embiid",3000,"Phi@Atl 08:00PM ET",0,"Phi"
"PG","Dante Exum",3000,"NO@Uta 09:00PM ET",0,"Uta"
"SF","Damien Inglis",3000,"Mil@LAC 10:30PM ET",4.800,"Mil"
"C","Walter Tavares",3000,"Phi@Atl 08:00PM ET",1.875,"Atl"
"SF","Damjan Rudez",3000,"Min@NY 07:30PM ET",5.350,"Min"
"C","Cristiano Felicio",3000,"Mem@Chi 08:00PM ET",1.750,"Chi"
"SG","Mario Hezonja",3000,"Cha@Orl 07:00PM ET",7.216,"Orl"
"PG","Tyus Jones",3000,"Min@NY 07:30PM ET",2.875,"Min"
"PF","Cliff Alexander",3000,"Por@OKC 08:00PM ET",3.833,"Por"
"SF","Kelly Oubre Jr.",3000,"Was@SA 08:30PM ET",5.313,"Was"
"PF","Kevon Looney",3000,"Pho@GS 10:30PM ET",0,"GS"
"PF","Chris McCullough",3000,"Mia@Bkn 07:30PM ET",0,"Bkn"
"SF","Luis Montero",3000,"Por@OKC 08:00PM ET",2.125,"Por"
